nomor_kartu_test,nama,tipe,person_id
TESTCARD-0266,Zaenab Mandasari,student,42096597-7515-4293-a984-eb97ec2cad4f
TESTCARD-0267,Ellis Zulaika S.Pd,student,e2bcecda-8d19-4f1c-8609-9a1796492b6a
TESTCARD-0268,Hasan Saputra,student,c74f3aae-8ae6-4a44-a6ad-43ff97f758f8
TESTCARD-0269,Oliva Mulyani,student,9d15f842-c911-4c75-857c-d068f28eb82f
TESTCARD-0270,Zulaikha Kamaria Aryani,student,f9e13495-e07a-4402-96f4-51a1eb146086
TESTCARD-0271,Ira Agustina,student,4adf25c7-305b-4b51-9302-2d3ac2481c43
TESTCARD-0272,Tari Mandasari,student,797d156a-7b03-4024-b342-b2b3417ea08e
TESTCARD-0273,Ajiman Edi Sirait,student,b736d970-9768-4c82-94de-b9481f61f184
TESTCARD-0274,Caket Putra,student,175b5b8d-0b8c-4821-b0b0-cf1ec81f14d8
TESTCARD-0275,Clara Zalindra Farida S.T.,student,46c11a23-1766-4920-97f9-9a822e92185c
TESTCARD-0276,Respati Oskar Sihombing S.IP,student,6cbf6af4-57a7-47a0-91fa-2e7adb725766
TESTCARD-0277,Asman Prasasta S.Gz,student,557064d6-4e0b-4dfc-a1da-d347f0a97d89
TESTCARD-0278,Luwar Wacana,student,5de55de7-a799-4112-8d71-a1e84c6e5874
TESTCARD-0279,Titi Zelaya Wulandari S.I.Kom,student,bdb508f3-d922-4526-9ef3-80ce520a79a5
TESTCARD-0280,Aisyah Nasyiah,student,08f2e8ce-fc36-41f9-abc1-af22271812ef
TESTCARD-0281,Nurul Lailasari,student,52ec3444-fb65-4975-bf6b-1f67b43c7167
TESTCARD-0282,Martani Prasetya Prayoga,student,22e76cd1-57f0-432b-91ec-161b436d8c08
TESTCARD-0283,Gada Jefri Rajata M.Kom.,student,b4e97641-ce5e-4fa0-96aa-8dab4b6777e4
TESTCARD-0284,Bakiadi Dacin Nainggolan M.Kom.,student,fd8dce29-479f-40b6-aad1-49124470ebcd
TESTCARD-0285,Edward Prakasa,student,16e689a0-6dfd-49b6-a912-a6bd043f882e
TESTCARD-0286,Hana Aryani M.Farm,student,c4dfc016-b61a-427f-b210-07e0ea313267
TESTCARD-0287,Raisa Halimah,student,ff80eea5-ed84-4054-a53c-9a2144df64cb
TESTCARD-0288,Johan Nugroho S.Pd,student,9d6a7d5e-64f1-490e-a592-99f83b2929f4
TESTCARD-0289,Ajiono Prabu Mangunsong M.Ak,student,d229a679-bc1f-48bc-97a0-6bb553578414
TESTCARD-0290,Pangestu Samosir,student,cfa3c964-3227-42bc-8eb7-fd06c0e75103
TESTCARD-0291,Hamima Rahmi Maryati S.Gz,student,5b53582b-78ec-43cb-b806-2a89235d7615
TESTCARD-0292,Jessica Farhunnisa Nuraini S.I.Kom,student,9914b15a-e4a6-4c9b-9798-6c7eac351585
TESTCARD-0293,Bella Umi Fujiati S.E.I,student,7d3e04fe-ea7b-4445-b92c-6a0ad9e072e1
TESTCARD-0294,Mahesa Prayoga,student,8e4b4e22-54c9-49ad-8fa0-8e989b8c20b3
TESTCARD-0295,Darmanto Ardianto,student,44b4ffc6-beaa-4159-a9b6-4beb0b0d4a36
TESTCARD-0296,Nurul Purwanti,student,74eba679-65fb-4dd9-8783-5c4ecf80ce71
TESTCARD-0297,Salwa Zelaya Winarsih S.I.Kom,student,f84f1ca9-9523-4423-ae93-3e21ab1b27fd
TESTCARD-0298,Amalia Puspasari S.Gz,student,44eea410-0bf9-435c-a584-55cb253b4894
TESTCARD-0299,Dimaz Nainggolan S.Gz,student,8bcfe490-e487-4bc7-8ec9-05370cffdfb0
TESTCARD-0300,SISWA MILIK SEKOLAH A,student,a2b15a00-5bba-4b3b-9296-f681100213e9
TESTCARD-0301,bangucup keren abis,student,a2b17ba4-94f2-428f-9f90-6e5277adf48b
TESTCARD-0302,Ade Lalita Puspita,student,c6b1c7c0-4893-441f-bb91-c2818a8d49a9
TESTCARD-0303,Dariati Bakiadi Putra S.E.I,teacher,49ca0048-e6b3-4ac1-824c-67fc4937a1ee
TESTCARD-0304,Rizki Waluyo,teacher,e8e20064-b1cb-4b20-9c95-0a3521c18dc2
TESTCARD-0305,Johan Prabowo,teacher,aaf157b0-0844-46a1-b655-ef5efcca3aba
TESTCARD-0306,Margana Prakasa,teacher,c56b9cd0-94f3-4aa8-a15a-7f2b09bfe668
TESTCARD-0307,Akarsana Narji Pradipta S.Psi,teacher,920db349-f0e9-4319-8b22-8f54f3cd7fd8
TESTCARD-0308,Jinawi Praba Sinaga,teacher,0f3948e9-03c3-43cf-b59d-515d980dfbaa
TESTCARD-0309,Nova Hassanah,teacher,56ccc283-4e72-4b7d-8766-bf8655beb8fa
TESTCARD-0310,Kamal Ghani Sihombing M.M.,teacher,2179ef51-ddee-467e-a404-b91cd1378bb9
TESTCARD-0311,Cakrabirawa Ibrahim Pradana S.Pd,teacher,a4b2e79c-926c-4ba9-8f35-7cbe57cc38fb
TESTCARD-0312,Bella Fitriani Astuti,teacher,7c5ab92b-f83f-4a36-8de3-8efe7d137efe
TESTCARD-0313,Heryanto Naradi Rajata S.T.,teacher,ff06c56d-4c76-4d0e-bc9a-96b97065b60c
TESTCARD-0314,Najib Santoso,teacher,75a164e7-6603-4c6b-a4f3-bb270306f4f2
TESTCARD-0315,Opung Wijaya,teacher,ab9ea344-d63e-47ad-ba21-b4bc89e78bc9
TESTCARD-0316,Puput Uyainah,teacher,b08a31a1-1afd-48b3-badc-f8d269202127
TESTCARD-0317,Adiarja Sitorus,teacher,630827d7-b0df-4bed-9c2b-f4365d80e5f8
TESTCARD-0318,Kamila Ghaliyati Hassanah M.M.,teacher,6ebb3bf6-cc4c-4495-86a2-8cc16f621af6
TESTCARD-0319,Prabowo Bakijan Pranowo,teacher,7b75cb75-eb73-448e-930b-07fc9111dbcc
TESTCARD-0320,Salman Mandala,teacher,366460aa-40cb-4d71-991b-7693537620a1
TESTCARD-0321,Mursinin Sirait,teacher,ccc521f8-efad-4e0a-b773-8b7ca77a8863
TESTCARD-0322,Gambira Kenes Kuswoyo,teacher,5c73470c-a00f-4b37-9a12-673d909b098c
